Cycle Nr.,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
F3,0.127100006,0.139300004,0.148900002,0.158199996,0.176699996,0.191100001,0.212500006,0.238900006,0.2773,0.314200014,0.359200001,0.420399994,0.481900007,0.54339999,0.573700011,0.595700026,0.645299971,0.712599993,0.811100006,0.99849999,1.108999968,1.115300059,1.153100014,1.19749999,1.225499988,1.261899948,1.294999957,1.335800052,1.36650002,1.395799994,1.418200016,1.43599999,1.445199966,1.45570004,1.45510006,1.456900001,1.45720005,1.45449996,1.459200025,1.453400016,1.443600059,1.439700007,1.430699944,1.430099964,1.430699944,1.433599949,1.435099959,1.441900015,1.44599998,1.444000006,1.449900031,1.452999949,1.450799942,1.450600028,1.445299983
F4,0.144899994,0.148800001,0.159500003,0.175699994,0.195899993,0.209399998,0.225099996,0.247799993,0.283199996,0.3204,0.369100004,0.439099997,0.5,0.537500024,0.583199978,0.685100019,0.718699992,0.811399996,0.867399991,0.978200018,1.075999975,1.178500056,1.207900047,1.228199959,1.248200059,1.264799953,1.277899981,1.283900023,1.292899966,1.310400009,1.328400016,1.333899975,1.345900059,1.354799986,1.366299987,1.377500057,1.390300035,1.392199993,1.384500027,1.374199986,1.366700053,1.362200022,1.364799976,1.360800028,1.360200047,1.360599995,1.35769999,1.352100015,1.3477,1.34679997,1.341400027,1.326799989,1.317899942,1.309599996,1.295300007
F5,0.142100006,0.158999994,0.167199999,0.178299993,0.197600007,0.217199996,0.238700002,0.269400001,0.306800008,0.347799987,0.405900002,0.485599995,0.536899984,0.582099974,0.603500009,0.649100006,0.710600019,0.763599992,0.860300004,0.952000022,1.123999953,1.236899972,1.253200054,1.271499991,1.298300028,1.321499944,1.343899965,1.368100047,1.386600018,1.414100051,1.434100032,1.44599998,1.456599951,1.463000059,1.465800047,1.472800016,1.477100015,1.473899961,1.467900038,1.46570003,1.459800005,1.45599997,1.450899959,1.446200013,1.440099955,1.431800008,1.427600026,1.419800043,1.416800022,1.40929997,1.406499982,1.404299974,1.391600013,1.380200028,1.366799951
F9,0.145400003,0.134800002,0.157100007,0.174400002,0.194299996,0.214900002,0.228300005,0.239999995,0.255499989,0.269300014,0.283300012,0.296999991,0.309300005,0.326099992,0.339700013,0.350699991,0.363700002,0.37439999,0.388099998,0.400400013,0.412600011,0.4199,0.42930001,0.439700007,0.449600011,0.455599993,0.464899987,0.469399989,0.479699999,0.488099992,0.496100008,0.502499998,0.513499975,0.521799982,0.531000018,0.541800022,0.547399998,0.552999973,0.565100014,0.572799981,0.58039999,0.592800021,0.598699987,0.605499983,0.617299974,0.625199974,0.626100004,0.639500022,0.648699999,0.660000026,0.664799988,0.669099987,0.679099977,0.685100019,0.693099976
F10,0.153799996,0.146899998,0.168099999,0.1822,0.203099996,0.222499996,0.238299996,0.25060001,0.265500009,0.279300004,0.289700001,0.30250001,0.318899989,0.333499998,0.34799999,0.358799994,0.372500002,0.3847,0.397500008,0.4102,0.422500014,0.431300014,0.441900015,0.452699989,0.461899996,0.469300002,0.477899998,0.484400004,0.492799997,0.501999974,0.510299981,0.51819998,0.527199984,0.538100004,0.546400011,0.555800021,0.565900028,0.572399974,0.586199999,0.592199981,0.606100023,0.614099979,0.621500015,0.629299998,0.640900016,0.647400022,0.649699986,0.664600015,0.673799992,0.686600029,0.690400004,0.697600007,0.706799984,0.71450001,0.722599983
F11,0.153099999,0.146400005,0.172199994,0.184300005,0.201299995,0.219099998,0.233099997,0.2456,0.258899987,0.272799999,0.285400003,0.300700009,0.316300005,0.33070001,0.343400002,0.353799999,0.366899997,0.379799992,0.3935,0.405999988,0.418199986,0.423799992,0.432900012,0.443599999,0.450700015,0.457399994,0.465999991,0.470200002,0.484600008,0.492399991,0.504800022,0.514100015,0.525200009,0.537599981,0.547500014,0.559300005,0.567499995,0.578199983,0.587899983,0.593400002,0.60619998,0.616699994,0.625100017,0.629899979,0.640399992,0.649100006,0.655099988,0.666899979,0.674600005,0.685599983,0.690800011,0.697899997,0.706099987,0.714399993,0.722500026
G2,0.138799995,0.140100002,0.162599996,0.177499995,0.198100001,0.217700005,0.241400003,0.274899989,0.308099985,0.352299988,0.393700004,0.47240001,0.526199996,0.564999998,0.592599988,0.634199977,0.685899973,0.741100013,0.822000027,0.899699986,1.003800035,1.130200028,1.24090004,1.281200051,1.307800055,1.331699967,1.360999942,1.389999986,1.420600057,1.450899959,1.472100019,1.485599995,1.494199991,1.5,1.503800035,1.503399968,1.506899953,1.510499954,1.504299998,1.488499999,1.480599999,1.474699974,1.475200057,1.474900007,1.472000003,1.465199947,1.457399964,1.447999954,1.438699961,1.425099969,1.413800001,1.406399965,1.399700046,1.396199942,1.373100042
G3,0.1303,0.138699993,0.156399995,0.173500001,0.194600001,0.212899998,0.234500006,0.262899995,0.29429999,0.336800009,0.378899992,0.446799994,0.5097,0.559300005,0.603999972,0.672900021,0.768899977,0.881799996,0.970899999,1.041399956,1.101400018,1.147099972,1.172600031,1.19659996,1.223899961,1.241299987,1.270300031,1.287899971,1.302000046,1.319399953,1.34920001,1.370499969,1.383900046,1.388599992,1.396399975,1.39380002,1.381399989,1.372300029,1.356699944,1.344400048,1.331400037,1.333999991,1.327000022,1.327399969,1.319700003,1.307600021,1.295600057,1.285599947,1.270099998,1.255200028,1.238700032,1.224300027,1.206799984,1.193899989,1.205600023
G4,0.1347,0.147,0.154300004,0.165700004,0.186000004,0.209399998,0.230599999,0.255299985,0.292899996,0.334899992,0.387499988,0.448000014,0.520799994,0.545099974,0.572099984,0.614300013,0.689100027,0.760800004,0.863300025,0.978900015,1.131899953,1.174499989,1.205899954,1.230499983,1.264000058,1.286299944,1.310799956,1.334599972,1.356999993,1.383100033,1.403399944,1.425099969,1.436400056,1.44749999,1.456699967,1.456200004,1.454900026,1.448199987,1.444100022,1.438699961,1.433400035,1.428500056,1.423400044,1.426399946,1.427700043,1.433899999,1.430600047,1.435500026,1.439900041,1.440999985,1.439399958,1.446499944,1.461300015,1.47300005,1.494400024
G5,0.142900005,0.147100002,0.159500003,0.175600007,0.194100007,0.213599995,0.234500006,0.263000011,0.300000012,0.343800008,0.387800008,0.451700002,0.514800012,0.560699999,0.584999979,0.631299973,0.701399982,0.76730001,0.851700008,0.934599996,1.01789999,1.123200059,1.243100047,1.311699986,1.333799958,1.350200057,1.367799997,1.383299947,1.395099998,1.399199963,1.406700015,1.415400028,1.429999948,1.438699961,1.451099992,1.458099961,1.456900001,1.450600028,1.447900057,1.449200034,1.452800035,1.448799968,1.445799947,1.440099955,1.430899978,1.420300007,1.410400033,1.394899964,1.384199977,1.361799955,1.342200041,1.326300025,1.311400056,1.297799945,1.289899945
G7,0.110600002,0.108599998,0.108499996,0.107900001,0.107699998,0.106899999,0.106299996,0.105700001,0.105099998,0.1052,0.1052,0.106399998,0.1083,0.112000003,0.1184,0.127499998,0.136000007,0.144299999,0.152799994,0.163299993,0.1708,0.176899999,0.185900003,0.199599996,0.211500004,0.220400006,0.230700001,0.238900006,0.250999987,0.25850001,0.267399997,0.272700012,0.281899989,0.299800009,0.308400005,0.317900002,0.328599989,0.335700005,0.344300002,0.347799987,0.359400004,0.371600002,0.373100013,0.380299985,0.386700004,0.397799999,0.404900014,0.409999996,0.411900014,0.416200012,0.420399994,0.429800004,0.430700004,0.437400013,0.437400013
G9,0.129099995,0.132699996,0.148300007,0.153300002,0.165900007,0.182500005,0.197099999,0.209000006,0.218700007,0.229599997,0.243799999,0.253500015,0.262600005,0.270599991,0.283499986,0.298400015,0.312099993,0.323900014,0.33160001,0.342400014,0.352400005,0.361000001,0.371499985,0.377099991,0.385399997,0.391000003,0.395799994,0.405099988,0.412999988,0.417800009,0.423500001,0.428299993,0.432500005,0.439399987,0.444099993,0.449999988,0.456999987,0.464599997,0.472000003,0.480500013,0.487599999,0.494199991,0.503400028,0.512700021,0.519200027,0.5273,0.531099975,0.543600023,0.549499989,0.555800021,0.563600004,0.572300017,0.575200021,0.585300028,0.592400014
G10,0.136700004,0.137400001,0.146799996,0.163299993,0.171000004,0.186700001,0.198500007,0.211400002,0.224199995,0.236200005,0.248500004,0.256399989,0.266799986,0.278899997,0.29339999,0.30430001,0.315800011,0.327399999,0.336699992,0.349900007,0.361600012,0.370299995,0.381399989,0.39199999,0.400299996,0.405800015,0.412800014,0.418199986,0.426899999,0.434700012,0.441199988,0.445800006,0.456900001,0.460700005,0.468400002,0.475600004,0.480800003,0.487899989,0.494899988,0.503499985,0.511900008,0.51789999,0.526199996,0.534799993,0.546999991,0.553799987,0.56129998,0.567799985,0.575900018,0.585500002,0.589699984,0.602299988,0.610000014,0.620000005,0.628400028
G11,0.134100005,0.135800004,0.151299998,0.157100007,0.166199997,0.183300003,0.195099995,0.206599995,0.2192,0.231800005,0.244200006,0.254500002,0.261999995,0.270399988,0.283899993,0.296299994,0.309100002,0.320600003,0.332599998,0.343100011,0.355300009,0.365399987,0.374799997,0.385800004,0.393900007,0.400900006,0.408199996,0.414799988,0.421799988,0.426600009,0.433999985,0.440499991,0.44600001,0.452199996,0.460000008,0.468699992,0.475600004,0.485199988,0.493600011,0.501999974,0.510900021,0.521700025,0.532800019,0.541999996,0.549799979,0.560699999,0.57099998,0.579599977,0.589699984,0.600700021,0.60799998,0.620199978,0.630200028,0.639199972,0.648899972
H2,0.148000002,0.160099998,0.172299996,0.185499996,0.202700004,0.223100007,0.250200003,0.285699993,0.327100009,0.368800014,0.414900005,0.4824,0.559800029,0.613499999,0.658599973,0.707700014,0.765200019,0.827799976,0.909200013,0.978500009,1.042600036,1.120800018,1.222300053,1.299800038,1.335600019,1.357300043,1.374199986,1.389999986,1.411499977,1.433200002,1.455500007,1.47360003,1.490100026,1.493499994,1.496700048,1.494899988,1.493999958,1.496299982,1.488299966,1.479799986,1.469400048,1.461500049,1.45449996,1.448400021,1.43900001,1.431900024,1.424700022,1.421900034,1.403800011,1.38409996,1.370300055,1.350900054,1.343000054,1.345000029,1.346099973
H3,0.142299995,0.152799994,0.161400005,0.174500003,0.1972,0.214200005,0.237100005,0.2685,0.307900012,0.34830001,0.392699987,0.449900001,0.514800012,0.563399971,0.585699975,0.623899996,0.681999981,0.754199982,0.831200004,0.910300016,1.004299998,1.10860002,1.22179997,1.289199948,1.309999943,1.333299994,1.35739994,1.382799983,1.411299944,1.4375,1.464300036,1.485700011,1.502400041,1.514999986,1.516800046,1.515400052,1.513399959,1.520300031,1.520599961,1.512500048,1.503399968,1.496999979,1.489500046,1.489199996,1.482499957,1.477699995,1.474099994,1.470800042,1.47300005,1.466699958,1.450999975,1.433500051,1.429999948,1.424999952,1.414700031
H4,0.130199999,0.139599994,0.150999993,0.165700004,0.183799997,0.199900001,0.217299998,0.244299993,0.274500012,0.314700007,0.356900007,0.408100009,0.458900005,0.523899972,0.587400019,0.647099972,0.745899975,0.849600017,0.943700016,1.024000049,1.089300036,1.143300056,1.177299976,1.225399971,1.250699997,1.276600003,1.306499958,1.327399969,1.351300001,1.370700002,1.383000016,1.398399949,1.409399986,1.424200058,1.420300007,1.421700001,1.425099969,1.426100016,1.395699978,1.396299958,1.386000037,1.383000016,1.375499964,1.370700002,1.346699953,1.327700019,1.313799977,1.301900029,1.29489994,1.284500003,1.292199969,1.321099997,1.366299987,1.375699997,1.409700036
H5,0.131300002,0.139699996,0.153699994,0.170000002,0.187299997,0.203199998,0.225199997,0.253300011,0.290800005,0.334699988,0.382499993,0.44780001,0.511600018,0.561200023,0.577899992,0.62379998,0.690999985,0.761799991,0.85769999,0.954200029,1.054999948,1.160899997,1.253299952,1.282999992,1.316200018,1.343999982,1.374300003,1.398599982,1.428300023,1.461599946,1.486700058,1.504299998,1.519000053,1.5273,1.5273,1.52699995,1.530099988,1.528399944,1.532899976,1.53670001,1.530500054,1.523900032,1.51970005,1.517799973,1.519299984,1.521900058,1.522699952,1.519999981,1.521999955,1.519099951,1.510699987,1.503999949,1.492200017,1.483800054,1.470800042
